"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","PubMed ID","Document Type","Publication Stage","Open Access","Source","EID"
"Khan K.; Burki S.; Alsaiari A.A.; Alhuthali H.M.; Alharthi N.S.; Jalal K.","Khan, Kanwal (57353203300); Burki, Samiullah (57208412818); Alsaiari, Ahad Amer (57749777300); Alhuthali, Hayaa M. (57217846920); Alharthi, Nahed S. (57203879258); Jalal, Khurshid (57353318600)","57353203300; 57208412818; 57749777300; 57217846920; 57203879258; 57353318600","A therapeutic epitopes-based vaccine engineering against Salmonella enterica XDR strains for typhoid fever: a Pan-vaccinomics approach","2024","Journal of Biomolecular Structure and Dynamics","42","16","","8559","8573","14","1","10.1080/07391102.2023.2246587","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167895777&doi=10.1080%2f07391102.2023.2246587&partnerID=40&md5=4c15d4cea0a3bff72d8c5736de133339","A prevalent food-borne pathogen, Salmonella enterica serotypes Typhi, is responsible for gastrointestinal and systemic infections globally. Salmonella vaccines are the most effective, however, producing a broad-spectrum vaccine remains challenging due to Salmonella’s many serotypes. Efforts are urgently required to develop a novel vaccine candidate that can tackle all S. Typhi strains because of their high resistance to multiple kinds of antibiotics (particularly the XDR H58 strain). In this work, we used a computational pangenome-based vaccine design technique on all available (n = 119) S. Typhi reference genomes and identified one TonB-dependent siderophore receptor (WP_001034967.1) as highly conserved and prospective vaccine candidates from the predicted core genome (n = 3,351). The applied pan-proteomics and Immunoinformatic approaches help in the identification of four epitopes that may trigger adequate host body immune responses. Furthermore, the proposed vaccine ensemble demonstrates a stable binding conformation with the examined immunological receptor (HLAs and TRL2/4) and has large interaction energy determined via molecular docking and molecular dynamics simulation techniques. Eventually, an expression vector for the Escherichia. coli K12 strain was constructed from the vaccine sequence. Additional analysis revealed that the vaccine may help to elicit strong immune responses for typhoid infections, however, experimental analysis is required to verify the vaccine’s effectiveness based on these results. Moreover, the applied computer-assisted vaccine design may considerably decrease vaccine development costs and speed up the process. The study’s findings are intriguing, but they must be evaluated in the experimental labs to confirm the developed vaccine’s biological efficiency against XDR S. Typhi. Communicated by Ramaswamy H. Sarma. © 2023 Informa UK Limited, trading as Taylor & Francis Group.","37578072","Article","Final","","Scopus","2-s2.0-85167895777"
"Jones K.E.; Batchler K.L.; Zalouk C.; Valentine A.M.","Jones, Kayleigh E. (57193238023); Batchler, Kathleen L. (12040503300); Zalouk, Célia (57193251232); Valentine, Ann M. (7006314722)","57193238023; 12040503300; 57193251232; 7006314722","Ti(IV) and the Siderophore Desferrioxamine B: A Tight Complex Has Biological and Environmental Implications","2017","Inorganic Chemistry","56","3","","1264","1272","8","22","10.1021/acs.inorgchem.6b02399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011985575&doi=10.1021%2facs.inorgchem.6b02399&partnerID=40&md5=ffbd6290c1e0b14c6a9ee5b1ee9e8f3e","The siderophore desferrioxamine B (DFOB) binds Ti(IV) tightly and precludes its hydrolytic precipitation under biologically and environmentally relevant conditions. This interaction of DFOB with Ti(IV) is investigated by using spectro-potentiometric and spectro-photometric titrations, mass spectrometry, isothermal titration calorimetry (ITC), and computational modeling. The data from pH 2-10 suggest two one-proton equilibria among three species, with one species predominating below pH 3.5, a second from pH 3.5 to 8, and a third above pH 8. The latter species is prone to slow hydrolytic precipitation. Electrospray mass spectrometry allowed the detection of [Ti(IV) (HDFOB)]2+ and [Ti(DFOB)]+; these species were assigned as the pH < 3.5 and the 3.5 < pH < 8 species, respectively. The stability constant for Ti(IV)-DFOB was determined by using UV/vis-monitored competition with ethylenediaminetetraacetic acid (EDTA). Taking into consideration the available binding constant of Ti(IV) and EDTA, the data reveal values of log β111 = 41.7, log β110 = 38.1, and log β11-1 = 30.1. The former value was supported by ITC, with the transfer of Ti(IV) from EDTA to DFOB determined to be both enthalpically and entropically favorable. Computational methods yielded a model of Ti-DFOB. The physiological and environmental implications of this tight interaction and the potential role of DFOB in solubilizing Ti(IV) are discussed. © 2017 American Chemical Society.","28118016","Article","Final","","Scopus","2-s2.0-85011985575"
"Robinson R.; Badieyan S.; Sobrado P.","Robinson, Reeder (53865455400); Badieyan, Somayesadat (36696054500); Sobrado, Pablo (6603634771)","53865455400; 36696054500; 6603634771","C4a-hydroperoxyflavin formation in N -hydroxylating flavin monooxygenases is mediated by the 2′-OH of the nicotinamide ribose of NADP+","2013","Biochemistry","52","51","","9089","9091","2","28","10.1021/bi4014903","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895777610&doi=10.1021%2fbi4014903&partnerID=40&md5=c47c692985c5a9ffe2cceec31e23cfdb","Flavin-dependent monooxygenases must stabilize a C4a-hydroperoxyflavin intermediate to hydroxylate their respective substrates. Formation and decay of the C4a-hydroperoxyflavin were monitored under rapid reaction kinetic conditions in SidA, an N-hydroxylating monooxygenase involved in siderophore biosynthesis. Solvent kinetic isotope effect studies of flavin oxidation indicate that both hydrogen peroxide elimination and water elimination occur via abstraction of hydrogen from the N5 of the flavin. Kinetic isotope effect and density functional theory results are consistent with the transfer of a proton from the 2′-OH of the nicotinamide ribose of nicotinamide adenine dinucleotide phosphate (NADP+) to the C4a-peroxyflavin to form the C4a-hydroperoxyflavin. This represents a novel role for NADP+ in the reaction of flavin-dependent enzymes. © 2013 American Chemical Society.","24321106","Article","Final","","Scopus","2-s2.0-84895777610"
"Madsen J.L.H.; Johnstone T.C.; Nolan E.M.","Madsen, Julie L. H. (57197976622); Johnstone, Timothy C. (55357940300); Nolan, Elizabeth M. (7005354951)","57197976622; 55357940300; 7005354951","Chemical Synthesis of Staphyloferrin B Affords Insight into the Molecular Structure, Iron Chelation, and Biological Activity of a Polycarboxylate Siderophore Deployed by the Human Pathogen Staphylococcus aureus","2015","Journal of the American Chemical Society","137","28","","9117","9127","10","39","10.1021/jacs.5b04557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937777435&doi=10.1021%2fjacs.5b04557&partnerID=40&md5=6267dab79136003905a70036d3c87758","Staphyloferrin B (SB) is a citrate-based polycarboxylate siderophore produced and utilized by the human pathogen Staphylococcus aureus for acquiring iron when colonizing the vertebrate host. The first chemical synthesis of SB is reported, which enables further molecular and biological characterization and provides access to structural analogues of the siderophore. Under conditions of iron limitation, addition of synthetic SB to bacterial growth medium recovered the growth of the antibiotic resistant community isolate S. aureus USA300 JE2. Two structural analogues of SB, epiSB and SBimide, were also synthesized and employed to investigate how epimerization of the citric acid moiety or imide formation influence its function as a siderophore. Epimerization of the citric acid stereocenter perturbed the iron-binding properties and siderophore function of SB as evidenced by experimental and computational modeling studies. Although epiSB provided growth recovery to S. aureus USA300 JE2 cultured in iron-deficient medium, the effect was attenuated relative to that of SB. Moreover, SB more effectively sequestered the Fe(III) bound to human holo-transferrin, an iron source of S. aureus, than epiSB. SBimide is an imide analogous to the imide forms of other citric acid siderophores that are often observed when these molecules are isolated from natural sources. Here, SBimide is shown to be unstable, converting to native SB at physiological pH. SB is considered to be a virulence factor of S. aureus, a pathogen that poses a particular threat to public health because of the number of drug-resistant strains emerging in hospital and community settings. Iron acquisition by S. aureus is important for its ability to colonize the human host and cause disease, and new chemical insights into the structure and function of SB will inform the search for new therapeutic strategies for combating S. aureus infections. (Chemical Equation Presented). © 2015 American Chemical Society.","26030732","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84937777435"
"Koller A.J.; Glaser O.; DeLuca M.C.; Motz R.N.; Amason E.K.; Carbo-Bague I.; Mixdorf J.C.; Guzei I.A.; Aluicio-Sarduy E.; Śmiłowicz D.; Barnhart T.E.; Ramogida C.F.; Nolan E.M.; Engle J.W.; Boros E.","Koller, Angus J. (57220865483); Glaser, Owen (58534105200); DeLuca, Molly C. (57475165000); Motz, Rachel N. (57221774997); Amason, Edith K. (57222744437); Carbo-Bague, Imma (58002918700); Mixdorf, Jason C. (56638444700); Guzei, Ilia A. (35449903300); Aluicio-Sarduy, Eduardo (16315122200); Śmiłowicz, Dariusz (57196189735); Barnhart, Todd E. (35749571200); Ramogida, Caterina F. (37034801500); Nolan, Elizabeth M. (7005354951); Engle, Jonathan W. (36503725100); Boros, Eszter (36479787400)","57220865483; 58534105200; 57475165000; 57221774997; 57222744437; 58002918700; 56638444700; 35449903300; 16315122200; 57196189735; 35749571200; 37034801500; 7005354951; 36503725100; 36479787400","“Off-Label Use” of the Siderophore Enterobactin Enables Targeted Imaging of Cancer with Radioactive Ti(IV)","2024","Angewandte Chemie - International Edition","63","18","e202319578","","","","1","10.1002/anie.202319578","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188533232&doi=10.1002%2fanie.202319578&partnerID=40&md5=313545d23269e687b3731c668507648f","The development of inert, biocompatible chelation methods is required to harness the emerging positron emitting radionuclide 45Ti for radiopharmaceutical applications. Herein, we evaluate the Ti(IV)-coordination chemistry of four catechol-based, hexacoordinate chelators using synthetic, structural, computational, and radiochemical approaches. The siderophore enterobactin (Ent) and its synthetic mimic TREN-CAM readily form mononuclear Ti(IV) species in aqueous solution at neutral pH. Radiolabeling studies reveal that Ent and TREN-CAM form mononuclear complexes with the short-lived, positron-emitting radionuclide 45Ti(IV), and do not transchelate to plasma proteins in vitro and exhibit rapid renal clearance in naïve mice. These features guide efforts to target the 45Ti isotope to prostate cancer tissue through the design, synthesis, and evaluation of Ent-DUPA, a small molecule conjugate composed of a prostate specific membrane antigen (PSMA) targeting peptide and a monofunctionalized Ent scaffold. The [45Ti][Ti(Ent-DUPA)]2− complex forms readily at room temperature. In a tumor xenograft model in mice, selective tumor tissue accumulation (8±5 %, n=5), and low off-target uptake in other organs is observed. Overall, this work demonstrates targeted imaging with 45Ti(IV), provides a foundation for advancing the application of 45Ti in nuclear medicine, and reveals that Ent can be repurposed as a 45Ti-complexing cargo for targeted nuclear imaging applications. © 2024 Wiley-VCH GmbH.","38442302","Article","Final","","Scopus","2-s2.0-85188533232"
"Burguet P.; La Rocca R.; Kune C.; Tellatin D.; Stulanovic N.; Rigolet A.; Far J.; Ongena M.; Rigali S.; Quinton L.","Burguet, Pierre (57221708088); La Rocca, Raphaël (57209230851); Kune, Christopher (56512250200); Tellatin, Déborah (57210714134); Stulanovic, Nudzejma (57269550700); Rigolet, Augustin (57223161280); Far, Johann (35208318500); Ongena, Marc (6602983283); Rigali, Sébastien (6602649665); Quinton, Loïc (23012631100)","57221708088; 57209230851; 56512250200; 57210714134; 57269550700; 57223161280; 35208318500; 6602983283; 6602649665; 23012631100","Exploiting Differential Signal Filtering (DSF) and Image Structure Filtering (ISF) Methods for Untargeted Mass Spectrometry Imaging of Bacterial Metabolites","2024","Journal of the American Society for Mass Spectrometry","35","8","","1743","1755","12","0","10.1021/jasms.4c00129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198753989&doi=10.1021%2fjasms.4c00129&partnerID=40&md5=88984261b8eb2d3c458ab51645863f55","Matrix-assisted laser desorption/ionization (MALDI) mass spectrometry imaging (MSI) is a label-free technique, producing images where pixels contain mass spectra. The technique allows the visualization of the spatial distribution of (bio)molecules from metabolites to proteins, on surfaces such as tissues sections or bacteria culture media. One particularly exciting example of MALDI-MSI use rests on its potential to localize ionized compounds produced during microbial interactions and chemical communication, offering a molecular snapshot of metabolomes at a given time. The huge size and the complexity of generated MSI data make the processing of the data challenging, which requires the use of computational methods. Despite recent advances, currently available commercial software relies mainly on statistical tools to identify patterns, similarities, and differences within data sets. However, grouping m/z values unique to a given data set according to microbiological contexts, such as coculture experiments, still requires tedious manual analysis. Here we propose a nontargeted method exploiting the differential signals between negative controls and tested experimental conditions, i.e., differential signal filtering (DSF), and a scoring of the ion images using image structure filtering (ISF) coupled with a fold change score between the controls and the conditions of interest. These methods were first applied to coculture experiments involving Escherichia coli and Streptomyces coelicolor, revealing specific MS signals during bacterial interaction. Two case studies were also investigated: (i) cellobiose-mediated induction for the pathogenicity of Streptomyces scabiei, the causative agent of common scab on root and tuber crops, and (ii) iron-repressed production of siderophores of S. scabiei. This report proposes guidelines for MALDI-MSI data treatment applied in the case of microbiology contexts, with enhanced ion peak annotation in specific culture conditions. The strengths and weaknesses of the methods are discussed. © 2024 American Society for Mass Spectrometry. Published by American Chemical Society. All rights reserved.","39007645","Article","Final","","Scopus","2-s2.0-85198753989"
"Segade Y.; Montaos M.A.; Rodríguez J.; Jiménez C.","Segade, Yuri (36997526600); Montaos, Marcos A. (6506590257); Rodríguez, Jaime (7404695810); Jiménez, Carlos (26643199900)","36997526600; 6506590257; 7404695810; 26643199900","A Short stereoselective synthesis of prepiscibactin using a SmI2-mediated reformatsky reaction and zn2+-induced asymmetric thiazolidine formation","2014","Organic Letters","16","21","","5820","5823","3","22","10.1021/ol502958u","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909996539&doi=10.1021%2fol502958u&partnerID=40&md5=db7e0c727e38964a7adaa112daa4082c","Prepiscibactin (1) is a possible intermediate in the biosynthesis of piscibactin, the siderophore responsible for the iron uptake of the bacterium Photobacterium damselae subsp. piscicida, the aethiological agent of fish pasteurellosis. Compound 1 was synthesized by a convergent approach starting from l-/d-cysteine and 2-hydroxybenzonitrile. The key steps were a highly diastereoselective SmI2-mediated Reformatsky reaction and Zn2+-induced asymmetric thiazolidine formation followed by lactamization. The absolute configuration 9R,10S,12R,13S was established for 1, and this confirmed the previous relative stereochemistry proposed on the basis of NOE and computational methods. © 2014 American Chemical Society.","25343747","Article","Final","","Scopus","2-s2.0-84909996539"
"Hagan A.K.; Tripathi A.; Berger D.; Sherman D.H.; Hanna P.C.","Hagan, A.K. (57044432200); Tripathi, A. (25824084300); Berger, D. (57196714880); Sherman, D.H. (7401446334); Hanna, P.C. (7103317166)","57044432200; 25824084300; 57196714880; 7401446334; 7103317166","Petrobactin is exported from bacillus anthracis by the RND-type exporter apex","2017","mBio","8","5","e01238-17","","","","7","10.1128/mBio.01238-17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033666240&doi=10.1128%2fmBio.01238-17&partnerID=40&md5=f16b0157320e147d4b437c9d61e11b9b","Bacillus anthracis—a Gram-positive, spore-forming bacterium—causes anthrax, a highly lethal disease with high bacteremia titers. Such rapid growth requires ample access to nutrients, including iron. However, access to this critical metal is heavily restricted in mammals, which requires B. anthracis to employ petrobactin, an iron-scavenging small molecule known as a siderophore. Petrobactin biosynthesis is mediated by asb gene products, and import of the iron-bound (holo)-siderophore into the bacterium has been well studied. In contrast, little is known about the mechanism of petrobactin export following its production in B. anthracis cells. Using a combination of bioinformatics data, gene deletions, and laser ablation electrospray ionization mass spectrometry (LAESI-MS), we identified a resistance-nodulation-cell division (RND)-type transporter, termed ApeX, as a putative petrobactin exporter. Deletion of apeX abrogated export of intact petrobactin, which accumulated inside the cell. However, growth of ΔapeX mutants in iron-depleted medium was not affected, and virulence in mice was not attenuated. Instead, petrobactin components were determined to be exported through a different protein, which enables iron transport sufficient for growth, albeit with a slightly lower affinity for iron. This is the first report to identify a functional siderophore exporter in B. anthracis and the in vivo functionality of siderophore components. Moreover, this is the first application of LAESI-MS to sample a virulence factor/metabolite directly from bacterial culture media and cell pellets of a human pathogen.IMPORTANCE Bacillus anthracis requires iron for growth and employs the siderophore petrobactin to scavenge this trace metal during infections. While we understand much about petrobactin biosynthesis and ferric petrobactin import, how apo-petrobactin (iron free) is exported remains unknown. This study used a combination of bioinformatics, genetics, and mass spectrometry to identify the petrobactin exporter. After screening 17 mutants with mutations of candidate exporter genes, we identified the apo-petrobactin exporter (termed ApeX) as a member of the resistance-nodulation-cell division (RND) family of transporters. In the absence of ApeX, petrobactin accumulates inside the cell while continuing to export petrobactin components that are capable of transporting iron. Thus, the loss of ApeX does not affect the ability of B. anthracis to cause disease in mice. This has implications for treatment strategies designed to target and control pathogenicity of B. anthracis in humans. © 2017 Hagan et al.","28900020","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85033666240"
"Kreutzer M.F.; Nett M.","Kreutzer, Martin F. (52463819500); Nett, Markus (6602846351)","52463819500; 6602846351","Genomics-driven discovery of taiwachelin, a lipopeptide siderophore from Cupriavidus taiwanensis","2012","Organic and Biomolecular Chemistry","10","47","","9338","9343","5","29","10.1039/c2ob26296g","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869199212&doi=10.1039%2fc2ob26296g&partnerID=40&md5=fbf72875dd7764835461d2b242160370","A genome mining study led to the identification of a previously unrecognised siderophore biosynthesis gene cluster in the nitrogen-fixing bacterium Cupriavidus taiwanensis LMG19424. Based upon predicted structural residues, a convenient strategy for an NMR-assisted isolation of the associated metabolite was designed. The structure of the purified siderophore, taiwachelin, was fully characterized by spectroscopic methods and chemical derivatisation. © 2012 The Royal Society of Chemistry.","22972004","Article","Final","","Scopus","2-s2.0-84869199212"
"Deshazer D.; Lovett S.; Richardson J.; Koroleva G.; Kuehl K.; Amemiya K.; Sun M.; Worsham P.; Welkos S.","Deshazer, David (7006663898); Lovett, Sean (57014765500); Richardson, Joshua (56720003500); Koroleva, Galina (56667259400); Kuehl, Kathleen (17035175400); Amemiya, Kei (36882519300); Sun, Mei (57220795258); Worsham, Patricia (6603780352); Welkos, Susan (55628581571)","7006663898; 57014765500; 56720003500; 56667259400; 17035175400; 36882519300; 57220795258; 6603780352; 55628581571","Bacteriophage-associated genes responsible for the widely divergent phenotypes of variants of burkholderia pseudomallei strain MSHR5848","2019","Journal of Medical Microbiology","68","2","000908","263","278","15","2","10.1099/jmm.0.000908","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061131121&doi=10.1099%2fjmm.0.000908&partnerID=40&md5=658a2a08d3fb182abcdfbb586f457fa6","Purpose. Burkholderia pseudomallei, the tier 1 agent of melioidosis, is a saprophytic microbe that causes endemic infections in tropical regions such as South-East Asia and Northern Australia. It is globally distributed, challenging to diagnose and treat, infectious by several routes including inhalation, and has potential for adversarial use. B. pseudomallei strain MSHR5848 produces two colony variants, smooth (S) and rough (R), which exhibit a divergent range of morphological, biochemical and metabolic phenotypes, and differ in macrophage and animal infectivity. We aimed to characterize two major phenotypic differences, analyse gene expression and study the regulatory basis of the variation. Methodology. Phenotypic expression was characterized by DNA and RNA sequencing, microscopy, and differential bacteriology. Regulatory genes were identified by cloning and bioinformatics. Results/Key findings. Whereas S produced larger quantities of extracellular DNA, R was upregulated in the production of a unique chromosome 1-encoded Siphoviridae-like bacteriophage,’MSHR5848. Exploratory transcriptional analyses revealed significant differences in variant expression of genes encoding siderophores, pili assembly, type VI secretion system cluster 4 (T6SS-4) proteins, several exopolysaccharides and secondary metabolites. A single 3 base duplication in S was the only difference that separated the variants genetically. It occurred upstream of a cluster of bacteriophage-associated genes on chromosome 2 that were upregulated in S. The first two genes were involved in regulating expression of the multiple phenotypes distinguishing S and R. Conclusion. Bacteriophage-associated proteins have a major role in the phenotypic expression of MSHR5848. The goals are to determine the regulatory basis of this phenotypic variation and its role in pathogenesis and environmental persistence of B. pseudomallei. © 2019, Microbiology Society. All Rights Reserved.","30628877","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85061131121"
"Ringel M.T.; Dräger G.; Brüser T.","Ringel, Michael T. (57191971218); Dräger, Gerald (6701349358); Brüser, Thomas (6603250348)","57191971218; 6701349358; 6603250348","The periplasmic transaminase PtaA of Pseudomonas fluorescens converts the glutamic acid residue at the pyoverdine fluorophore to -ketoglutaric acid","2017","Journal of Biological Chemistry","292","45","","18660","18671","11","8","10.1074/jbc.M117.812545","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033596257&doi=10.1074%2fjbc.M117.812545&partnerID=40&md5=fc4dcdab9a2d2406f7facb45513332cd","The periplasmic conversion of ferribactin to pyoverdine is essential for siderophore biogenesis in fluorescent pseudomonads, such as pathogenic Pseudomonas aeruginosa or plant growth-promoting Pseudomonas fluorescens. The non-ribo-somal peptide ferribactin undergoes cyclizations and oxidations that result in the fluorophore, and a strictly conserved fluorophore-bound glutamic acid residue is converted to a range of variants, including succinamide, succinic acid, and -ketoglu-taric acid residues. We recently discovered that the pyridoxal phosphate-containing enzyme PvdN is responsible for the generation of the succinamide, which can be hydrolyzed to succinic acid. Based on this, a distinct unknown enzyme was postulated to be responsible for the conversion of the glutamic acid to -ke-toglutaric acid. Here we report the identification and characterization of this enzyme in P. fluorescens strain A506. In silico analyses indicated a periplasmic transaminase in fluorescent pseudomonads and other proteobacteria that we termed PtaA for “periplasmic transaminase A.” An in-frame-deleted ptaA mutant selectively lacked the -ketoglutaric acid form of pyoverdine, and recombinant PtaA complemented this phenotype. The ptaA/pvdN double mutant produced exclusively the glutamic acid form of pyoverdine. PtaA is homodimeric and contains a pyridoxal phosphate cofactor. Mutation of the active-site lysine abolished PtaA activity and affected folding as well as Tat-dependent transport of the enzyme. In pseudomonads, the occurrence of ptaA correlates with the occurrence of -ke-toglutaric acid forms of pyoverdines. As this enzyme is not restricted to pyoverdine-producing bacteria, its catalysis of periplasmic transaminations is most likely a general tool for specific biosynthetic pathways. © 2017 by The American Society for Biochemistry and Molecular Biology, Inc.","28912270","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85033596257"
"Babnigg G.; Jedrzejczak R.; Nocek B.; Stein A.; Eschenfeldt W.; Stols L.; Marshall N.; Weger A.; Wu R.; Donnelly M.; Joachimiak A.","Babnigg, György (6602108264); Jedrzejczak, Robert (6603754543); Nocek, Boguslaw (6506074827); Stein, Adam (56982401800); Eschenfeldt, William (55402434600); Stols, Lucy (57201608858); Marshall, Norman (57004405500); Weger, Alicia (57004614000); Wu, Ruiying (7402944893); Donnelly, Mark (7102824913); Joachimiak, Andrzej (26540762500)","6602108264; 6603754543; 6506074827; 56982401800; 55402434600; 57201608858; 57004405500; 57004614000; 7402944893; 7102824913; 26540762500","Gene selection and cloning approaches for co-expression and production of recombinant protein–protein complexes","2015","Journal of Structural and Functional Genomics","16","3-4","","113","128","15","1","10.1007/s10969-015-9200-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951568471&doi=10.1007%2fs10969-015-9200-y&partnerID=40&md5=b0d7e7c9c18cebf3af6dac3d266697a9","Multiprotein complexes play essential roles in all cells and X-ray crystallography can provide unparalleled insight into their structure and function. Many of these complexes are believed to be sufficiently stable for structural biology studies, but the production of protein–protein complexes using recombinant technologies is still labor-intensive. We have explored several strategies for the identification and cloning of heterodimers and heterotrimers that are compatible with the high-throughput (HTP) structural biology pipeline developed for single proteins. Two approaches are presented and compared which resulted in co-expression of paired genes from a single expression vector. Native operons encoding predicted interacting proteins were selected from a repertoire of genomes, and cloned directly to expression vector. In an alternative approach, Helicobacter pylori proteins predicted to interact strongly were cloned, each associated with translational control elements, then linked into an artificial operon. Proteins were then expressed and purified by standard HTP protocols, resulting to date in the structure determination of two H. pylori complexes. © 2015, Springer Science+Business Media Dordrecht (outside the USA).","26671275","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84951568471"
"Pieńko T.; Trylska J.","Pieńko, Tomasz (56717681500); Trylska, Joanna (6602930387)","56717681500; 6602930387","Extracellular loops of BtuB facilitate transport of vitamin B12 through the outer membrane of E. coli","2020","PLoS Computational Biology","16","7","e1008024","","","","18","10.1371/journal.pcbi.1008024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088179907&doi=10.1371%2fjournal.pcbi.1008024&partnerID=40&md5=af1da71dab2d48d1228c3af686ed072f","Vitamin B12 (or cobalamin) is an enzymatic cofactor essential both for mammals and bacteria. However, cobalamin can be synthesized only by few microorganisms so most bacteria need to take it up from the environment through the TonB-dependent transport system. The first stage of cobalamin import to E. coli cells occurs through the outer-membrane receptor called BtuB. Vitamin B12 binds with high affinity to the extracellular side of the BtuB protein. BtuB forms a β-barrel with inner luminal domain and extracellular loops. To mechanically allow for cobalamin passage, the luminal domain needs to partially unfold with the help of the inner-membrane TonB protein. However, the mechanism of cobalamin permeation is unknown. Using all-atom molecular dynamics, we simulated the transport of cobalamin through the BtuB receptor embedded in an asymmetric and heterogeneous E. coli outer-membrane. To enhance conformational sampling of the BtuB loops, we developed the Gaussian force-simulated annealing method (GF-SA) and coupled it with umbrella sampling. We found that cobalamin needs to rotate in order to permeate through BtuB. We showed that the mobility of BtuB extracellular loops is crucial for cobalamin binding and transport and resembles an induced-fit mechanism. Loop mobility depends not only on the position of cobalamin but also on the extension of luminal domain. We provided atomistic details of cobalamin transport through the BtuB receptor showing the essential role of the mobility of BtuB extracellular loops. A similar TonB-dependent transport system is used also by many other compounds, such as haem and siderophores, and importantly, can be hijacked by natural antibiotics. Our work could have implications for future delivery of antibiotics to bacteria using this transport system. Copyright: © 2020 Pieńko, Trylska. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","32609716","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85088179907"
"Milner S.J.; Snelling A.M.; Kerr K.G.; Abd-El-Aziz A.; Thomas G.H.; Hubbard R.E.; Routledge A.; Duhme-Klair A.-K.","Milner, Stephen J. (7102266569); Snelling, Anna M. (6603960261); Kerr, Kevin G. (19134862800); Abd-El-Aziz, Ahmad (58257028300); Thomas, Gavin H. (57221198562); Hubbard, Roderick E. (7202298710); Routledge, Anne (56006165100); Duhme-Klair, Anne-Kathrin (6602527690)","7102266569; 6603960261; 19134862800; 58257028300; 57221198562; 7202298710; 56006165100; 6602527690","Probing linker design in citric acid-ciprofloxacin conjugates","2014","Bioorganic and Medicinal Chemistry","22","16","","4499","4505","6","19","10.1016/j.bmc.2014.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906220907&doi=10.1016%2fj.bmc.2014.04.009&partnerID=40&md5=a763e6d910f29435974bc1985dc44c2b","A series of structurally related citric acid-ciprofloxacin conjugates was synthesised to investigate the influence of the linker between citric acid and ciprofloxacin on antibacterial activities. Minimum inhibitory concentrations (MICs) were determined against a panel of reference strains and clinical isolates of bacteria associated with infection in humans and correlated with the DNA gyrase inhibitory activity. The observed trend was rationalised by computational modelling. © 2014 Published by Elsevier Ltd. All rights reserved.","24794750","Article","Final","","Scopus","2-s2.0-84906220907"
